Date    Flow
20121007    1.521E-01
20121008    1.522E-01
20121009    1.503E-01
20121010    1.476E-01
20121011    1.447E-01
20121012    1.418E-01
20121013    1.392E-01
20121014    1.367E-01
20121015    1.344E-01
20121016    1.324E-01
20121017    1.306E-01
20121018    1.290E-01
20121019    1.276E-01
20121020    1.264E-01
20121021    1.252E-01
20121022    1.242E-01
20121023    1.233E-01
20121024    1.267E-01
20121025    1.247E-01
20121026    1.249E-01
20121027    1.242E-01
20121028    1.233E-01
20121029    1.224E-01
20121030    1.215E-01
20121031    1.206E-01
20121101    1.197E-01
20121102    1.189E-01
20121103    1.182E-01
20121104    1.175E-01
20121105    1.168E-01
20121106    1.171E-01
20121107    1.166E-01
20121108    1.160E-01
20121109    1.155E-01
20121110    1.149E-01
20121111    1.143E-01
20121112    1.196E-01
20121113    1.190E-01
20121114    1.219E-01
20121115    1.207E-01
20121116    1.211E-01
20121117    1.205E-01
20121118    1.196E-01
20121119    1.185E-01
20121120    1.155E-01
20121121    1.136E-01
20121122    1.141E-01
20121123    1.139E-01
20121124    1.134E-01
20121125    1.129E-01
20121126    1.123E-01
20121127    1.118E-01
20121128    1.112E-01
20121129    1.107E-01
20121130    1.102E-01
20121201    1.137E-01
20121202    1.139E-01
20121203    1.133E-01
20121204    1.125E-01
20121205    1.117E-01
20121206    1.109E-01
20121207    1.101E-01
20121208    1.094E-01
20121209    1.088E-01
20121210    1.082E-01
20121211    1.077E-01
20121212    1.072E-01
20121213    1.067E-01
20121214    1.066E-01
20121215    1.062E-01
20121216    1.059E-01
20121217    1.055E-01
20121218    1.051E-01
20121219    1.047E-01
20121220    1.044E-01
20121221    1.041E-01
20121222    1.038E-01
20121223    1.036E-01
20121224    1.055E-01
20121225    1.086E-01
20121226    1.160E-01
20121227    1.169E-01
20121228    1.162E-01
20121229    1.148E-01
20121230    1.133E-01
20121231    1.165E-01
20130101    1.572E-01
20130102    1.627E-01
20130103    1.719E-01
20130104    1.784E-01
20130105    1.810E-01
20130106    1.773E-01
20130107    1.861E-01
20130108    1.905E-01
20130109    1.930E-01
20130110    2.334E-01
20130111    2.234E-01
20130112    2.245E-01
20130113    2.223E-01
20130114    2.169E-01
20130115    2.098E-01
20130116    2.020E-01
20130117    1.940E-01
20130118    1.863E-01
20130119    1.841E-01
20130120    1.804E-01
20130121    2.320E-01
20130122    6.000E-01
20130123    1.173E+01
20130124    8.786E+00
20130125    7.109E+00
20130126    2.960E+00
20130127    4.081E+00
20130128    3.018E+00
20130129    2.569E+00
20130130    2.355E+00
20130131    1.847E+00
20130201    1.641E+00
20130202    1.451E+00
20130203    1.385E+00
20130204    1.323E+00
20130205    1.247E+00
20130206    1.163E+00
20130207    1.078E+00
20130208    9.946E-01
20130209    8.692E-01
20130210    7.948E-01
20130211    6.613E-01
20130212    5.841E-01
20130213    5.107E-01
20130214    4.359E-01
20130215    4.705E-01
20130216    4.627E-01
20130217    5.039E-01
20130218    6.126E-01
20130219    5.066E-01
20130220    5.265E-01
20130221    6.925E-01
20130222    6.502E-01
20130223    5.571E-01
20130224    5.915E-01
20130225    7.841E-01
20130226    8.657E-01
20130227    9.015E-01
20130228    7.748E-01
20130301    7.766E-01
20130302    6.867E-01
20130303    6.059E-01
20130304    5.483E-01
20130305    7.127E-01
20130306    7.244E-01
20130307    7.266E-01
20130308    7.020E-01
20130309    7.903E-01
20130310    6.117E-01
20130311    7.516E-01
20130312    6.292E-01
20130313    4.960E-01
20130314    6.530E-01
20130315    5.913E-01
20130316    6.335E-01
20130317    6.595E-01
20130318    6.576E-01
20130319    6.430E-01
20130320    8.028E-01
20130321    6.162E-01
20130322    6.240E-01
20130323    4.883E+00
20130324    4.042E+00
20130325    1.732E+00
20130326    3.074E+00
20130327    1.142E+00
20130328    1.649E+00
20130329    1.440E+00
20130330    2.444E+00
20130331    1.185E+00
20130401    1.495E+00
20130402    1.374E+00
20130403    1.304E+00
20130404    1.240E+00
20130405    1.058E+00
20130406    1.979E+00
20130407    1.225E+00
20130408    1.201E+00
20130409    1.340E+00
20130410    2.038E+00
20130411    4.065E+00
20130412    4.021E+00
20130413    4.358E+00
20130414    2.231E+00
20130415    3.540E+00
20130416    1.634E+00
20130417    2.893E+00
20130418    2.311E+00
20130419    2.006E+00
20130420    1.763E+00
20130421    1.555E+00
20130422    1.427E+00
20130423    1.373E+00
20130424    1.302E+00
20130425    1.231E+00
20130426    1.153E+00
20130427    1.145E+00
20130428    8.448E-01
20130429    9.733E-01
20130430    1.029E+00
20130501    8.773E-01
20130502    8.380E-01
20130503    9.143E-01
20130504    9.343E-01
20130505    1.206E+00
20130506    1.058E+00
20130507    1.054E+00
20130508    4.571E+00
20130509    9.137E+00
20130510    6.457E+00
20130511    4.822E+00
20130512    3.201E+00
20130513    2.485E+00
20130514    4.002E+00
20130515    3.029E+00
20130516    2.621E+00
20130517    1.371E+00
20130518    2.362E+00
20130519    1.594E+00
20130520    1.304E+00
20130521    1.187E+00
20130522    1.089E+00
20130523    1.404E+00
20130524    1.081E+00
20130525    1.178E+00
20130526    1.196E+00
20130527    1.054E+00
20130528    9.677E-01
20130529    1.013E+00
20130530    1.485E+00
20130531    2.406E+00
20130601    1.924E+00
20130602    1.339E+00
20130603    1.281E+00
20130604    1.161E+00
20130605    1.099E+00
20130606    1.020E+00
20130607    1.010E+00
20130608    9.550E-01
20130609    9.102E-01
20130610    9.428E-01
20130611    9.795E-01
20130612    9.487E-01
20130613    9.220E-01
20130614    1.061E+00
20130615    1.078E+00
20130616    1.074E+00
20130617    1.043E+00
20130618    9.982E-01
20130619    9.542E-01
20130620    9.036E-01
20130621    8.516E-01
20130622    7.996E-01
20130623    7.966E-01
20130624    7.053E-01
20130625    5.695E-01
20130626    7.061E-01
20130627    6.150E-01
20130628    5.899E-01
20130629    5.018E-01
20130630    4.734E-01
20130701    3.858E-01
20130702    4.082E-01
20130703    3.869E-01
20130704    3.407E-01
20130705    3.896E-01
20130706    3.849E-01
20130707    3.414E-01
20130708    3.260E-01
20130709    3.619E-01
20130710    3.338E-01
20130711    4.258E-01
20130712    4.967E-01
20130713    6.364E-01
20130714    6.779E-01
20130715    6.906E-01
20130716    7.084E-01
20130717    7.639E-01
20130718    7.696E-01
20130719    8.135E-01
20130720    7.885E-01
20130721    9.922E-01
20130722    9.985E-01
20130723    9.966E-01
20130724    9.710E-01
20130725    9.277E-01
20130726    8.757E-01
20130727    8.053E-01
20130728    9.040E-01
20130729    8.008E-01
20130730    7.442E-01
20130731    6.031E-01
20130801    6.225E-01
20130802    6.255E-01
20130803    6.130E-01
20130804    6.145E-01
20130805    5.511E-01
20130806    6.550E-01
20130807    6.169E-01
20130808    5.475E-01
20130809    4.995E-01
20130810    4.555E-01
20130811    4.210E-01
20130812    3.874E-01
20130813    3.655E-01
20130814    3.462E-01
20130815    3.227E-01
20130816    3.067E-01
20130817    2.965E-01
20130818    2.824E-01
20130819    2.693E-01
20130820    2.616E-01
20130821    2.589E-01
20130822    2.545E-01
20130823    2.493E-01
20130824    2.424E-01
20130825    2.375E-01
20130826    2.322E-01
20130827    2.282E-01
20130828    2.229E-01
20130829    2.176E-01
20130830    2.125E-01
20130831    2.077E-01
20130901    2.031E-01
20130902    1.988E-01
20130903    1.948E-01
20130904    2.049E-01
20130905    2.361E-01
20130906    3.145E-01
20130907    3.925E-01
20130908    5.102E-01
20130909    4.036E-01
20130910    4.093E-01
20130911    4.725E-01
20130912    6.697E-01
20130913    5.732E-01
20130914    4.960E-01
20130915    4.324E-01
20130916    3.849E-01
20130917    3.456E-01
20130918    3.167E-01
20130919    2.909E-01
20130920    2.749E-01
20130921    2.656E-01
20130922    2.575E-01
20130923    2.469E-01
20130924    2.389E-01
20130925    2.306E-01
20130926    2.227E-01
20130927    2.154E-01
20130928    2.085E-01
20130929    2.022E-01
20130930    1.965E-01
20131001    1.913E-01
20131002    1.865E-01
20131003    1.821E-01
20131004    1.781E-01
20131005    1.744E-01
20131006    1.710E-01
20131007    1.679E-01
20131008    1.650E-01
20131009    1.623E-01
20131010    1.598E-01
20131011    1.574E-01
20131012    1.553E-01
20131013    1.532E-01
20131014    1.512E-01
20131015    1.494E-01
20131016    1.477E-01
20131017    1.463E-01
20131018    1.447E-01
20131019    1.432E-01
20131020    1.417E-01
20131021    1.405E-01
20131022    1.400E-01
20131023    1.397E-01
20131024    1.387E-01
20131025    1.374E-01
20131026    1.361E-01
20131027    1.348E-01
20131028    1.336E-01
20131029    1.324E-01
20131030    1.313E-01
20131031    1.302E-01
20131101    1.292E-01
20131102    1.322E-01
20131103    1.348E-01
20131104    1.356E-01
20131105    1.350E-01
20131106    1.339E-01
20131107    1.325E-01
20131108    1.311E-01
20131109    1.296E-01
20131110    1.283E-01
20131111    1.270E-01
20131112    1.258E-01
20131113    1.379E-01
20131114    1.394E-01
20131115    1.381E-01
20131116    1.360E-01
20131117    1.337E-01
20131118    1.314E-01
20131119    1.300E-01
20131120    1.281E-01
20131121    1.307E-01
20131122    1.304E-01
20131123    1.308E-01
20131124    1.342E-01
20131125    1.319E-01
20131126    1.497E-01
20131127    1.747E-01
20131128    1.836E-01
20131129    2.149E-01
20131130    2.285E-01
20131201    2.240E-01
20131202    2.315E-01
20131203    2.354E-01
20131204    2.978E-01
20131205    2.804E-01
20131206    2.594E-01
20131207    2.482E-01
20131208    2.426E-01
20131209    2.289E-01
20131210    2.225E-01
20131211    2.147E-01
20131212    2.065E-01
20131213    1.985E-01
20131214    1.907E-01
20131215    1.835E-01
20131216    1.769E-01
20131217    1.781E-01
20131218    1.767E-01
20131219    1.761E-01
20131220    1.847E-01
20131221    1.964E-01
20131222    1.998E-01
20131223    2.009E-01
20131224    2.237E-01
20131225    2.235E-01
20131226    2.247E-01
20131227    2.217E-01
20131228    2.163E-01
20131229    2.096E-01
20131230    2.023E-01
20131231    1.950E-01
20140101    1.898E-01
20140102    1.821E-01
20140103    1.774E-01
20140104    1.704E-01
20140105    1.666E-01
20140106    1.605E-01
20140107    1.576E-01
20140108    1.524E-01
20140109    1.525E-01
20140110    1.493E-01
20140111    1.647E-01
20140112    3.166E-01
20140113    4.593E-01
20140114    6.517E-01
20140115    1.272E+00
20140116    9.773E-01
20140117    9.607E-01
20140118    1.031E+00
20140119    1.325E+00
20140120    1.551E+00
20140121    1.359E+00
20140122    1.271E+00
20140123    1.133E+00
20140124    9.684E-01
20140125    9.099E-01
20140126    8.383E-01
20140127    1.800E+00
20140128    4.045E+00
20140129    3.173E+00
20140130    3.719E+00
20140131    2.801E+00
20140201    2.287E+00
20140202    1.936E+00
20140203    1.803E+01
20140204    9.737E+00
20140205    7.781E+00
20140206    5.152E+00
20140207    3.702E+00
20140208    1.139E+01
20140209    1.253E+01
20140210    7.910E+00
20140211    5.097E+00
20140212    5.246E+00
20140213    3.698E+00
20140214    5.458E+00
20140215    4.304E+00
20140216    3.593E+00
20140217    3.102E+00
20140218    1.368E+00
20140219    1.366E+00
20140220    1.304E+00
20140221    1.319E+00
20140222    2.316E+00
20140223    1.818E+00
20140224    2.319E+00
20140225    1.489E+00
20140226    1.367E+00
20140227    1.249E+00
20140228    1.216E+00
20140301    1.997E+00
20140302    1.184E+00
20140303    1.107E+00
20140304    1.104E+00
20140305    1.110E+00
20140306    1.090E+00
20140307    1.737E+00
20140308    1.080E+00
20140309    1.017E+00
20140310    9.521E-01
20140311    1.028E+00
20140312    9.418E-01
20140313    1.038E+00
20140314    1.530E+00
20140315    1.029E+00
20140316    1.088E+00
20140317    1.090E+00
20140318    1.067E+00
20140319    1.023E+00
20140320    2.924E+00
20140321    8.461E+00
20140322    3.395E+00
20140323    6.300E+00
20140324    3.648E+00
20140325    3.866E+00
20140326    2.248E+00
20140327    1.780E+00
20140328    3.363E+00
20140329    2.633E+00
20140330    2.002E+00
20140331    1.300E+00
20140401    1.741E+00
20140402    1.183E+00
20140403    1.077E+00
20140404    9.517E-01
20140405    9.073E-01
20140406    8.510E-01
20140407    8.163E-01
20140408    8.990E-01
20140409    1.001E+00
20140410    7.690E-01
20140411    8.017E-01
20140412    8.271E+00
20140413    1.395E+01
20140414    6.172E+00
20140415    6.270E+00
20140416    4.747E+00
20140417    1.516E+00
20140418    1.325E+00
20140419    2.717E+00
20140420    2.422E+00
20140421    2.096E+00
20140422    1.355E+00
20140423    1.295E+00
20140424    1.204E+00
20140425    2.233E+00
20140426    2.252E+00
20140427    3.096E+00
20140428    1.247E+00
20140429    1.860E+00
20140430    1.682E+00
20140501    1.505E+00
20140502    1.370E+00
20140503    1.333E+00
20140504    1.273E+00
20140505    1.203E+00
20140506    1.127E+00
20140507    1.052E+00
20140508    9.871E-01
20140509    9.211E-01
20140510    8.594E-01
20140511    9.075E-01
20140512    7.782E-01
20140513    8.056E-01
20140514    8.268E-01
20140515    1.421E+00
20140516    3.541E+00
20140517    2.897E+00
20140518    3.037E+00
20140519    2.043E+00
20140520    3.609E+00
20140521    2.484E+00
20140522    2.282E+00
20140523    2.921E+00
20140524    1.718E+00
20140525    3.184E+00
20140526    2.655E+00
20140527    1.351E+00
20140528    1.274E+00
20140529    1.984E+00
20140530    1.198E+00
20140531    1.156E+00
20140601    1.089E+00
20140602    1.020E+00
20140603    9.564E-01
20140604    9.080E-01
20140605    8.568E-01
20140606    8.289E-01
20140607    9.606E-01
20140608    9.825E-01
20140609    1.126E+00
20140610    1.774E+00
20140611    1.166E+00
20140612    1.097E+00
20140613    1.452E+00
20140614    1.300E+00
20140615    1.202E+00
20140616    1.153E+00
20140617    1.083E+00
20140618    1.237E+00
20140619    1.026E+00
20140620    9.482E-01
20140621    9.802E-01
20140622    9.569E-01
20140623    9.270E-01
20140624    1.014E+00
20140625    8.646E-01
20140626    6.534E-01
20140627    6.491E-01
20140628    6.359E-01
20140629    8.021E-01
20140630    6.129E-01
20140701    6.518E-01
20140702    5.917E-01
20140703    4.698E-01
20140704    6.015E-01
20140705    4.591E-01
20140706    4.801E-01
20140707    5.614E-01
20140708    3.723E-01
20140709    5.409E-01
20140710    4.142E-01
20140711    4.695E-01
20140712    4.415E-01
20140713    4.136E-01
20140714    4.026E-01
20140715    3.449E-01
20140716    3.803E-01
20140717    3.523E-01
20140718    3.739E-01
20140719    3.555E-01
20140720    3.317E-01
20140721    3.133E-01
20140722    3.024E-01
20140723    2.883E-01
20140724    2.767E-01
20140725    2.840E-01
20140726    2.803E-01
20140727    2.816E-01
20140728    3.182E-01
20140729    3.579E-01
20140730    3.869E-01
20140731    4.116E-01
20140801    6.031E-01
20140802    5.296E-01
20140803    4.593E-01
20140804    3.696E-01
20140805    3.556E-01
20140806    3.714E-01
20140807    4.439E-01
20140808    4.741E-01
20140809    4.723E-01
20140810    4.274E-01
20140811    5.882E-01
20140812    5.526E-01
20140813    6.212E-01
20140814    7.272E-01
20140815    6.420E-01
20140816    1.003E+00
20140817    9.138E-01
20140818    9.315E-01
20140819    9.055E-01
20140820    8.609E-01
20140821    8.069E-01
20140822    7.503E-01
20140823    8.547E-01
20140824    7.479E-01
20140825    6.405E-01
20140826    5.691E-01
20140827    4.992E-01
20140828    4.528E-01
20140829    4.091E-01
20140830    3.749E-01
20140831    3.460E-01
20140901    3.224E-01
20140902    3.026E-01
20140903    2.902E-01
20140904    2.738E-01
20140905    2.658E-01
20140906    2.597E-01
20140907    2.530E-01
20140908    2.462E-01
20140909    2.395E-01
20140910    2.329E-01
20140911    2.265E-01
20140912    2.205E-01
20140913    2.148E-01
20140914    2.094E-01
20140915    2.043E-01
20140916    1.995E-01
20140917    1.951E-01
20140918    1.909E-01
20140919    1.870E-01
20140920    1.833E-01
20140921    1.799E-01
20140922    1.766E-01
20140923    1.736E-01
20140924    1.708E-01
20140925    1.681E-01
20140926    1.656E-01
20140927    1.632E-01
20140928    1.609E-01
20140929    1.588E-01
20140930    1.568E-01
20141001    1.549E-01
20141002    1.530E-01
20141003    1.513E-01
20141004    1.496E-01
20141005    1.480E-01
20141006    1.465E-01
20141007    1.450E-01
20141008    1.436E-01
20141009    1.423E-01
20141010    1.410E-01
20141011    1.397E-01
20141012    1.385E-01
20141013    1.374E-01
20141014    1.367E-01
20141015    1.356E-01
20141016    1.346E-01
20141017    1.335E-01
20141018    1.343E-01
20141019    1.323E-01
20141020    1.332E-01
20141021    1.310E-01
20141022    1.314E-01
20141023    1.291E-01
20141024    1.295E-01
20141025    1.273E-01
20141026    1.277E-01
20141027    1.256E-01
20141028    1.261E-01
20141029    1.258E-01
20141030    1.254E-01
20141031    1.247E-01
20141101    1.241E-01
20141102    1.234E-01
20141103    1.227E-01
20141104    1.220E-01
20141105    1.214E-01
20141106    1.208E-01
20141107    1.201E-01
20141108    1.195E-01
20141109    1.188E-01
20141110    1.183E-01
20141111    1.177E-01
20141112    1.171E-01
20141113    1.166E-01
20141114    1.160E-01
20141115    1.155E-01
20141116    1.150E-01
20141117    1.145E-01
20141118    1.141E-01
20141119    1.136E-01
20141120    1.132E-01
20141121    1.127E-01
20141122    1.123E-01
20141123    1.119E-01
20141124    1.115E-01
20141125    1.111E-01
20141126    1.132E-01
20141127    1.176E-01
20141128    1.180E-01
20141129    1.175E-01
20141130    1.177E-01
20141201    1.168E-01
20141202    1.157E-01
20141203    1.146E-01
20141204    1.135E-01
20141205    1.125E-01
20141206    1.116E-01
20141207    1.164E-01
20141208    1.160E-01
20141209    1.167E-01
20141210    1.162E-01
20141211    1.153E-01
20141212    1.143E-01
20141213    1.113E-01
20141214    1.113E-01
20141215    1.107E-01
20141216    1.101E-01
20141217    1.094E-01
20141218    1.087E-01
20141219    1.081E-01
20141220    1.075E-01
20141221    1.070E-01
20141222    1.067E-01
20141223    1.064E-01
20141224    1.059E-01
20141225    1.055E-01
20141226    1.051E-01
20141227    1.047E-01
20141228    1.043E-01
20141229    1.040E-01
20141230    1.036E-01
20141231    1.033E-01
20150101    1.031E-01
20150102    1.028E-01
20150103    1.052E-01
20150104    3.538E-01
20150105    1.765E-01
20150106    1.858E-01
20150107    2.025E-01
20150108    4.060E-01
20150109    3.988E-01
20150110    4.307E-01
20150111    5.211E-01
20150112    4.595E-01
20150113    4.212E-01
20150114    4.611E-01
20150115    6.502E-01
20150116    3.749E-01
20150117    3.373E-01
20150118    3.072E-01
20150119    2.889E-01
20150120    3.570E-01
20150121    2.730E-01
20150122    3.355E-01
20150123    3.153E-01
20150124    2.515E-01
20150125    2.427E-01
20150126    3.323E-01
20150127    2.496E-01
20150128    3.102E-01
20150129    2.913E-01
20150130    2.744E-01
20150131    2.388E-01
20150201    2.396E-01
20150202    2.280E-01
20150203    2.172E-01
20150204    2.159E-01
20150205    2.123E-01
20150206    2.015E-01
20150207    2.981E-01
20150208    4.830E+00
20150209    3.473E+00
20150210    1.781E+00
20150211    1.862E+00
20150212    1.727E+00
20150213    3.627E+00
20150214    8.255E+00
20150215    6.714E+00
20150216    4.261E+00
20150217    2.337E+00
20150218    1.843E+00
20150219    3.534E+00
20150220    2.818E+00
20150221    2.461E+00
20150222    1.294E+00
20150223    1.179E+00
20150224    1.461E+00
20150225    1.088E+00
20150226    1.008E+00
20150227    1.301E+00
20150228    1.213E+00
20150301    1.210E+00
20150302    1.185E+00
20150303    1.137E+00
20150304    1.088E+00
20150305    8.929E-01
20150306    1.015E+00
20150307    1.017E+00
20150308    9.860E-01
20150309    9.354E-01
20150310    8.846E-01
20150311    2.994E+00
20150312    8.716E+00
20150313    8.280E+00
20150314    4.838E+00
20150315    2.915E+00
20150316    4.434E+00
20150317    3.262E+00
20150318    2.744E+00
20150319    2.350E+00
20150320    1.385E+00
20150321    1.274E+00
20150322    1.876E+00
20150323    1.711E+00
20150324    1.506E+00
20150325    1.376E+00
20150326    1.334E+00
20150327    1.270E+00
20150328    1.166E+00
20150329    9.924E-01
20150330    9.473E-01
20150331    8.818E-01
20150401    7.826E-01
20150402    7.147E-01
20150403    6.496E-01
20150404    8.130E-01
20150405    7.362E-01
20150406    6.521E-01
20150407    5.819E-01
20150408    4.401E-01
20150409    3.781E-01
20150410    3.596E-01
20150411    4.070E-01
20150412    3.799E-01
20150413    3.614E-01
20150414    2.941E-01
20150415    2.776E-01
20150416    2.750E-01
20150417    2.724E-01
20150418    3.003E-01
20150419    2.801E+00
20150420    7.609E-01
20150421    7.688E-01
20150422    1.147E+00
20150423    1.040E+00
20150424    1.051E+00
20150425    1.016E+00
20150426    9.583E-01
20150427    8.914E-01
20150428    8.226E-01
20150429    9.346E-01
20150430    8.054E-01
20150501    6.865E-01
20150502    5.948E-01
20150503    5.239E-01
20150504    4.632E-01
20150505    4.155E-01
20150506    3.793E-01
20150507    3.466E-01
20150508    3.208E-01
20150509    3.020E-01
20150510    2.832E-01
20150511    2.712E-01
20150512    2.635E-01
20150513    2.555E-01
20150514    2.474E-01
20150515    2.395E-01
20150516    2.259E-01
20150517    2.309E-01
20150518    2.317E-01
20150519    2.329E-01
20150520    2.269E-01
20150521    2.268E-01
20150522    2.234E-01
20150523    2.184E-01
20150524    2.126E-01
20150525    2.133E-01
20150526    2.333E-01
20150527    2.359E-01
20150528    2.274E-01
20150529    2.295E-01
20150530    2.299E-01
20150531    3.442E-01
20150601    3.853E-01
20150602    3.524E-01
20150603    3.617E-01
20150604    3.108E-01
20150605    4.088E-01
20150606    3.795E-01
20150607    3.425E-01
20150608    2.673E-01
20150609    2.783E-01
20150610    3.751E-01
20150611    6.367E-01
20150612    3.188E+00
20150613    1.409E+00
20150614    1.089E+00
20150615    1.536E+00
20150616    1.268E+00
20150617    1.239E+00
20150618    2.150E+00
20150619    1.166E+00
20150620    1.403E+00
20150621    1.107E+00
20150622    1.160E+00
20150623    9.422E-01
20150624    9.411E-01
